taibnet_code,kingdom,phylum,phylum_tw,class,class_tw,order,order_tw,family,family_tw,sciname,spname_tw
421452,Fungi,Ascomycota,子囊菌門,Sordariomycetes,糞殼菌綱,Microascales,小囊菌目,Halosphaeriaceae,海殼菌科,Halosarpheia kandeliae , 
422586,Fungi,Ascomycota,子囊菌門,Sordariomycetes,糞殼菌綱,Microascales,小囊菌目,Halosphaeriaceae,海殼菌科,Halosarpheia marina , 
421330,Fungi,Ascomycota,子囊菌門,Sordariomycetes,糞殼菌綱,Microascales,小囊菌目,Halosphaeriaceae,海殼菌科,Halosarpheia retorquens , 
383406,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Albuliformes,狐鰮目,Halosauridae,海蜥魚科,Halosauropsis macrochir ,短吻擬海蜥魚 
429728,Fungi,Ascomycota,子囊菌門,Sordariomycetes,糞殼菌綱,Microascales,小囊菌目,Halosphaeriaceae,海殼菌科,Halosphaeria appendiculata , 
429732,Fungi,Ascomycota,子囊菌門,Sordariomycetes,糞殼菌綱,Microascales,小囊菌目,Halosphaeriaceae,海殼菌科,Halosphaeria maritima , 
429729,Fungi,Ascomycota,子囊菌門,Sordariomycetes,糞殼菌綱,Microascales,小囊菌目,Halosphaeriaceae,海殼菌科,Halosphaeriopsis mediosetigera ,中生擬海殼菌 
339590,Animalia,Arthropoda,節肢動物門,Insecta,昆蟲綱,Hemiptera,半翅目,Veliidae,寬肩蝽科,Halovelia septentrionalis ,樵寬肩蝽 
122748,Protozoa,Ciliophora,纖毛蟲動物門,Ciliatea,纖毛綱,Oligotrichida,小毛口目,Halteriidae,彈跳蟲科,Halteria grandinella , 
408279,Animalia,Arthropoda,節肢動物門,Ostracoda,介形蟲綱,Podocopida,速足介目,Cytheridae,浪花介科,Hanaiborchella formosana ,麗島花井介 
408277,Animalia,Arthropoda,節肢動物門,Ostracoda,介形蟲綱,Podocopida,速足介目,Cytheridae,浪花介科,Hanaiborchella juglandia ,胡桃花井介 
408281,Animalia,Arthropoda,節肢動物門,Ostracoda,介形蟲綱,Podocopida,速足介目,Cytheridae,浪花介科,Hanaiborchella miurensis ,三浦花井介 
408282,Animalia,Arthropoda,節肢動物門,Ostracoda,介形蟲綱,Podocopida,速足介目,Cytheridae,浪花介科,Hanaiborchella paica ,派克花井介 
408278,Animalia,Arthropoda,節肢動物門,Ostracoda,介形蟲綱,Podocopida,速足介目,Cytheridae,浪花介科,Hanaiborchella payehia ,霸業花井介 
408280,Animalia,Arthropoda,節肢動物門,Ostracoda,介形蟲綱,Podocopida,速足介目,Cytheridae,浪花介科,Hanaiborchella triangularis ,三角花井介 
408276,Animalia,Arthropoda,節肢動物門,Ostracoda,介形蟲綱,Podocopida,速足介目,Cytheridae,浪花介科,Hanaiborchella yongsuensis ,雲水花井介 
407345,Animalia,Arthropoda,節肢動物門,Ostracoda,介形蟲綱,Podocopida,速足介目,Macrocyprididae,巨星介科,Hansacypris hwetienyi ,渾天瀚海介 
121397,Chromista,Bacillariophyta,矽藻門,Bacillariophyceae,矽藻綱,Bacillariales,矽藻目,Bacillariaceae,矽藻科,Hantzschia amphioxys ,雙尖菱板藻 
121398,Chromista,Bacillariophyta,矽藻門,Bacillariophyceae,矽藻綱,Bacillariales,矽藻目,Bacillariaceae,矽藻科,Hantzschia amphioxys capitata ,雙尖菱板藻 
121399,Chromista,Bacillariophyta,矽藻門,Bacillariophyceae,矽藻綱,Bacillariales,矽藻目,Bacillariaceae,矽藻科,Hantzschia distinctepunctata ,顯點菱板藻 
121400,Chromista,Bacillariophyta,矽藻門,Bacillariophyceae,矽藻綱,Bacillariales,矽藻目,Bacillariaceae,矽藻科,Hantzschia marina ,海洋菱板藻 
121401,Chromista,Bacillariophyta,矽藻門,Bacillariophyceae,矽藻綱,Bacillariales,矽藻目,Bacillariaceae,矽藻科,Hantzschia sigma , 
121402,Chromista,Bacillariophyta,矽藻門,Bacillariophyceae,矽藻綱,Bacillariales,矽藻目,Bacillariaceae,矽藻科,Hantzschia virgata ,直菱板藻 
121403,Chromista,Bacillariophyta,矽藻門,Bacillariophyceae,矽藻綱,Bacillariales,矽藻目,Bacillariaceae,矽藻科,Hantzschia virgata capitellata , 
310905,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Cryptochiridae,隱螯蟹科,Hapalocarcinus marsupialis ,袋腹珊隱蟹 
314162,Animalia,Mollusca,軟體動物門,Cephalopoda,頭足綱,Octopoda,章魚目,Octopodidae,章魚科,Hapalochlaena fasciata ,藍紋章魚 
314163,Animalia,Mollusca,軟體動物門,Cephalopoda,頭足綱,Octopoda,章魚目,Octopodidae,章魚科,Hapalochlaena maculosa ,豹斑章魚.. 
381888,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Haemulidae,石鱸科,Hapalogenys analis ,臀斑髭鯛.. 
381887,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Haemulidae,石鱸科,Hapalogenys kishinouyei ,岸上氏髭鯛.. 
381889,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Haemulidae,石鱸科,Hapalogenys nigripinnis ,黑鰭髭鯛.. 
431717,Animalia,Arthropoda,節肢動物門,Maxillopoda,顎足綱,Poecilostomatoida,杯口水蚤目,Anchimolgidae,錨虱科,Haplomolgus montiporae ,表孔異錨珊虱 
402058,Animalia,Platyhelminthes,扁形動物門,Trematoda,吸蟲綱,Opisthorchiida,後睪目,Heterophyidae,異形科,Haplorchis pumilio , 
402059,Animalia,Platyhelminthes,扁形動物門,Trematoda,吸蟲綱,Opisthorchiida,後睪目,Heterophyidae,異形科,Haplorchis taichui , 
403196,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Stomatopoda,口足目,Protosquillidae,原蝦蛄科,Haptosquilla glyptocercus ,雕尾定蝦蛄 
315876,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Harpidae,楊桃螺科,Harpa amouretta ,小楊桃螺 
315877,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Harpidae,楊桃螺科,Harpa articularis ,斑節楊桃螺 
315878,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Harpidae,楊桃螺科,Harpa davidis ,大衛楊桃螺 
315879,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Harpidae,楊桃螺科,Harpa gracilis ,姬楊桃螺 
315880,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Harpidae,楊桃螺科,Harpa harpa ,艷美楊桃螺 
315881,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Harpidae,楊桃螺科,Harpa major ,大楊桃螺 
312080,Animalia,Arthropoda,節肢動物門,Maxillopoda,顎足綱,Harpacticoida,猛水蚤目,Harpacticidae,猛水蚤科,Harpacticus uniremis ,大尾猛水蚤 
380838,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Aulopiformes,仙女魚目,Synodontidae,合齒魚科,Harpadon microchir ,小鰭鐮齒魚.. 
380839,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Aulopiformes,仙女魚目,Synodontidae,合齒魚科,Harpadon nehereus ,印度鐮齒魚.. 
311378,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Palaemonidae,長臂蝦科,Harpiliopsis beaupresii ,包氏擬鉤岩蝦 
403222,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Stomatopoda,口足目,Squillidae,蝦蛄科,Harpiosquilla annandalei ,眼斑猛蝦蛄 
403223,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Stomatopoda,口足目,Squillidae,蝦蛄科,Harpiosquilla harpax ,豎琴猛蝦蛄 
403224,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Stomatopoda,口足目,Squillidae,蝦蛄科,Harpiosquilla indica ,印度猛蝦蛄 
403225,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Stomatopoda,口足目,Squillidae,蝦蛄科,Harpiosquilla japonica ,日本猛蝦蛄 
403226,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Stomatopoda,口足目,Squillidae,蝦蛄科,Harpiosquilla melanoura ,黑尾猛蝦蛄 
403227,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Stomatopoda,口足目,Squillidae,蝦蛄科,Harpiosquilla sinensis ,中華猛蝦蛄 
311644,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Pilumnidae,毛刺蟹科,Harrovia albolineata ,白紋短角蟹 
417242,Animalia,Arthropoda,節肢動物門,Maxillopoda,顎足綱,Poecilostomatoida,杯口水蚤目,Xarifiidae,珊虱科,Hastatus faviae , 
124081,Protozoa,Sarcomastigophora,肉質鞭毛蟲門,Granuloreticulosea,果粒性網狀根足蟲綱,Foraminiferida,有孔蟲目,Globigerinidae,球房蟲科,Hastigerina aequilateralis , 
124082,Protozoa,Sarcomastigophora,肉質鞭毛蟲門,Granuloreticulosea,果粒性網狀根足蟲綱,Foraminiferida,有孔蟲目,Globigerinidae,球房蟲科,Hastigerina pelagica , 
124083,Protozoa,Sarcomastigophora,肉質鞭毛蟲門,Granuloreticulosea,果粒性網狀根足蟲綱,Foraminiferida,有孔蟲目,Globigerinidae,球房蟲科,Hastigerina siphonifera involuta , 
124084,Protozoa,Sarcomastigophora,肉質鞭毛蟲門,Granuloreticulosea,果粒性網狀根足蟲綱,Foraminiferida,有孔蟲目,Globigerinidae,球房蟲科,Hastigerina siphonifera siphonifera , 
316228,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Terebridae,筍螺科 ,Hastula albula ,磨筍螺 
316229,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Terebridae,筍螺科 ,Hastula anomala ,多變筍螺 
316230,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Terebridae,筍螺科 ,Hastula caerulescens ,白帶灰筍螺 
405265,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Terebridae,筍螺科 ,Hastula diversa , 
316231,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Terebridae,筍螺科 ,Hastula hectica ,黑白筍螺 
316232,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Terebridae,筍螺科 ,Hastula martheroniana ,馬色龍筍螺 
429465,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Terebridae,筍螺科 ,Hastula penicillata ,鉛筆筍螺 
316233,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Terebridae,筍螺科 ,Hastula rufopunctata ,赤斑筍螺 
429466,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Terebridae,筍螺科 ,Hastula solida ,堅實筍螺 
316234,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Terebridae,筍螺科 ,Hastula strigilata ,花筍螺 
316235,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Terebridae,筍螺科 ,Hastula strigilata verreauxi ,黃花筍螺 
316022,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Muricidae,骨螺科,Haustellum gallinago ,母雞骨螺 
316023,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Muricidae,骨螺科,Haustellum haustellum ,鷸頭骨螺 
316024,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Muricidae,骨螺科,Haustellum hirasei ,平瀨骨螺 
316025,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Muricidae,骨螺科,Haustellum kiiensis ,紀伊骨螺 
316026,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Muricidae,骨螺科,Haustellum senkakuensis ,釣魚台骨螺 
404745,Animalia,Mollusca,軟體動物門,Bivalvia,雙殼綱,Arcoida,魁蛤目,Arcidae,魁蛤科,Hawaiarca uwaensis ,鷹羽魁蛤 
314116,Animalia,Mollusca,軟體動物門,Bivalvia,雙殼綱,Arcoida,魁蛤目,Arcidae,魁蛤科,Hawaiarca yamamotoi ,山本魁蛤 
311826,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Processidae,異指蝦科,Hayashidonus japonicus ,日本林氏異指蝦 
383407,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Gobiidae,鰕虎科,Hazeus otakii ,大瀧氏粗棘鰕虎.. 
316120,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Nassariidae,織紋螺科,Hebra horrida ,刺莓織紋螺 
337350,Animalia,Arthropoda,節肢動物門,Insecta,昆蟲綱,Diptera,雙翅目,Ephydridae,水蠅科,Hecamede persimilis ,酷似渚蠅 
395370,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Tripterygiidae,三鰭鳚科,Helcogramma chica ,奇卡彎線鳚.. 
383408,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Tripterygiidae,三鰭鳚科,Helcogramma fuscipectoris ,四紋三鰭鳚.. 
395371,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Tripterygiidae,三鰭鳚科,Helcogramma fuscopinna ,黑鰭彎線鳚.. 
383409,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Tripterygiidae,三鰭鳚科,Helcogramma inclinata ,三角彎線鳚.. 
382675,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Tripterygiidae,三鰭鳚科,Helcogramma obtusirostris ,鈍吻彎線鳚.. 
382676,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Tripterygiidae,三鰭鳚科,Helcogramma striata ,縱帶彎線鳚.. 
124149,Protozoa,Sarcomastigophora,肉質鞭毛蟲門,Granuloreticulosea,果粒性網狀根足蟲綱,Foraminiferida,有孔蟲目,Discorbidae,圓盤蟲科,Helenina anderseni , 
421339,Fungi,Ascomycota,子囊菌門,Sordariomycetes,糞殼菌綱,Hypocreales,肉座菌目,Bionectriaceae,生赤殼科,Heleococcum japonense , 
314837,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Heterogastropoda,異腹足目,Architectonicidae,車輪螺科,Heliacus areola ,高腰車輪螺 
314838,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Heterogastropoda,異腹足目,Architectonicidae,車輪螺科,Heliacus enoshimensis ,火焰小輪螺 
314839,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Heterogastropoda,異腹足目,Architectonicidae,車輪螺科,Heliacus fenestratus , 
314840,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Heterogastropoda,異腹足目,Architectonicidae,車輪螺科,Heliacus implexus ,栗色繩目車輪螺 
314841,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Heterogastropoda,異腹足目,Architectonicidae,車輪螺科,Heliacus infundibuliformis ,扁小輪螺 
314842,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Heterogastropoda,異腹足目,Architectonicidae,車輪螺科,Heliacus stramineus ,草黃車輪螺 
314843,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Heterogastropoda,異腹足目,Architectonicidae,車輪螺科,Heliacus variegatus ,繩紋車輪螺 
426813,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Varunidae,弓蟹科,Helicana doerjesi ,德氏仿厚蟹 
311109,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Varunidae,弓蟹科,Helice formosensis ,臺灣厚蟹.. 
433081,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Varunidae,弓蟹科,Helice latimera ,側足厚蟹 
382835,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Scorpaeniformes,鮋形目,Scorpaenidae,鮋科,Helicolenus hilgendorfii ,赫氏無鰾鮋.. 
380011,Animalia,Chordata,脊索動物門,Thaliacea,海樽綱,Salpida,纽鳃樽目,Salpidae,纽鳃樽科,Helicosalpa komaii , 
409823,Chromista,Bacillariophyta,矽藻門,Mediophyceae,中型矽藻綱,Briggerales,"",Streptothecaceae,"",Helicotheca tamesis ,泰唔士旋鞘藻 
124423,Protozoa,Sarcomastigophora,肉質鞭毛蟲門,Heliozoa,真正太陽蟲綱,Polycystina,多囊蟲目,Coccodiscidae,"",Heliodiscus asteriscus , 
124424,Protozoa,Sarcomastigophora,肉質鞭毛蟲門,Heliozoa,真正太陽蟲綱,Polycystina,多囊蟲目,Coccodiscidae,"",Heliodiscus echiniscus ,刺太陽盤蟲 
124425,Protozoa,Sarcomastigophora,肉質鞭毛蟲門,Heliozoa,真正太陽蟲綱,Polycystina,多囊蟲目,Coccodiscidae,"",Heliodiscus phacodiscus ,鏡太陽盤蟲 
313041,Animalia,Cnidaria,刺胞動物門,Hexacorallia,六放珊瑚綱,Scleractinia,石珊瑚目,Fungiidae,蕈珊瑚科,Heliofungia actiniformis ,輻形太陽蕈珊瑚 
312844,Animalia,Cnidaria,刺胞動物門,Octocorallia,八放珊瑚綱,Coenothecalia,藍珊瑚目,Helioporidae,藍珊瑚科,Heliopora coerulea ,藍珊瑚 
124414,Protozoa,Sarcomastigophora,肉質鞭毛蟲門,Heliozoa,真正太陽蟲綱,Polycystina,多囊蟲目,Actinomidae,眼蟲科,Heliosoma radians , 
383499,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Terapontidae,鯻科,Helotes sexlineatus ,六帶牙鯻.. 
120046,Chromista,Ochrophyta,褐藻門,Coscinodiscophyceae,圓篩藻綱,Biddulphiales,盒形藻目,Biddulphiaceae,盒形藻科,Hemiaulus chinensis , 
120047,Chromista,Ochrophyta,褐藻門,Coscinodiscophyceae,圓篩藻綱,Biddulphiales,盒形藻目,Biddulphiaceae,盒形藻科,Hemiaulus hauckii , 
120048,Chromista,Ochrophyta,褐藻門,Coscinodiscophyceae,圓篩藻綱,Biddulphiales,盒形藻目,Biddulphiaceae,盒形藻科,Hemiaulus indicus , 
120049,Chromista,Ochrophyta,褐藻門,Coscinodiscophyceae,圓篩藻綱,Biddulphiales,盒形藻目,Biddulphiaceae,盒形藻科,Hemiaulus membranaceus , 
120050,Chromista,Ochrophyta,褐藻門,Coscinodiscophyceae,圓篩藻綱,Biddulphiales,盒形藻目,Biddulphiaceae,盒形藻科,Hemiaulus sinensis , 
120051,Chromista,Ochrophyta,褐藻門,Coscinodiscophyceae,圓篩藻綱,Biddulphiales,盒形藻目,Biddulphiaceae,盒形藻科,Hemiaulus sp. , 
310596,Animalia,Arthropoda,節肢動物門,Maxillopoda,顎足綱,Cyclopoida,劍水蚤目,Clausidiidae,克氏水蚤科,Hemicyclops dilatatus ,寬身半水蚤 
408289,Animalia,Arthropoda,節肢動物門,Ostracoda,介形蟲綱,Podocopida,速足介目,Hemicytheridae,半花介科,Hemicythere variornata ,牛痘半花介 
409623,Animalia,Arthropoda,節肢動物門,Ostracoda,介形蟲綱,Podocopida,速足介目,Trachyleheridae,粗面介科,Hemicytheridea chiantaoa ,鉛刀玄花介 
409622,Animalia,Arthropoda,節肢動物門,Ostracoda,介形蟲綱,Podocopida,速足介目,Trachyleheridae,粗面介科,Hemicytheridea reticulata ,網紋玄花介 
414196,Animalia,Arthropoda,節肢動物門,Ostracoda,介形蟲綱,Podocopida,速足介目,Cytheruridae,尾花介科,Hemicytherura apta ,適合半羽花介 
414194,Animalia,Arthropoda,節肢動物門,Ostracoda,介形蟲綱,Podocopida,速足介目,Cytheruridae,尾花介科,Hemicytherura biannularis ,雙環半羽花介 
414198,Animalia,Arthropoda,節肢動物門,Ostracoda,介形蟲綱,Podocopida,速足介目,Cytheruridae,尾花介科,Hemicytherura cocois ,椰子半羽花介 
414193,Animalia,Arthropoda,節肢動物門,Ostracoda,介形蟲綱,Podocopida,速足介目,Cytheruridae,尾花介科,Hemicytherura cuneata ,楔葉半羽花介 
414197,Animalia,Arthropoda,節肢動物門,Ostracoda,介形蟲綱,Podocopida,速足介目,Cytheruridae,尾花介科,Hemicytherura eretaoi ,二陶半羽花介 
414195,Animalia,Arthropoda,節肢動物門,Ostracoda,介形蟲綱,Podocopida,速足介目,Cytheruridae,尾花介科,Hemicytherura houhsengi ,候生半羽花介 
414192,Animalia,Arthropoda,節肢動物門,Ostracoda,介形蟲綱,Podocopida,速足介目,Cytheruridae,尾花介科,Hemicytherura kajiyamai ,尾山半羽花介 
316361,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Turridae,捲管螺科,Hemidaphne cyclophora , 
120303,Chromista,Ochrophyta,褐藻門,Coscinodiscophyceae,圓篩藻綱,Centrales,中心目,Hemidiscaceae,半盤藻科,Hemidiscus cuneiformis ,楔形半盤藻 
120304,Chromista,Ochrophyta,褐藻門,Coscinodiscophyceae,圓篩藻綱,Centrales,中心目,Hemidiscaceae,半盤藻科,Hemidiscus cuneiformis orbicularis ,楔形半盤藻圓形變種 
120305,Chromista,Ochrophyta,褐藻門,Coscinodiscophyceae,圓篩藻綱,Centrales,中心目,Hemidiscaceae,半盤藻科,Hemidiscus cuneiformis ventricosa ,楔形半盤藻單膨變種 
120307,Chromista,Ochrophyta,褐藻門,Coscinodiscophyceae,圓篩藻綱,Centrales,中心目,Hemidiscaceae,半盤藻科,Hemidiscus ovalis ,橢圓半盤藻 
315893,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Melongenidae,香螺科,Hemifusus cochidium ,印度洋黑香螺 
315894,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Melongenidae,香螺科,Hemifusus colosseus ,長香螺 
315895,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Melongenidae,香螺科,Hemifusus crassicaudus ,角香螺 
315896,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Melongenidae,香螺科,Hemifusus kawamurai ,河村香螺 
414389,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Melongenidae,香螺科,Hemifusus laticanaliculatus , 
315897,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Melongenidae,香螺科,Hemifusus ternatanus ,赤香螺 
315898,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Melongenidae,香螺科,Hemifusus tuba ,香螺 
383093,Animalia,Chordata,脊索動物門,Chondrichthyes,軟骨魚綱,Carcharhiniformes,真鯊目,Hemigaleidae,半沙條鯊科,Hemigaleus microstoma ,小口半沙條鯊.. 
382367,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Pomacentridae,雀鯛科,Hemiglyphidodon plagiometopon ,密鰓雀鯛.. 
381792,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Gobiidae,鰕虎科,Hemigobius crassa ,厚身間鰕虎 
311112,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Varunidae,弓蟹科,Hemigrapsus penicillatus ,絨毛近方蟹.. 
311113,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Varunidae,弓蟹科,Hemigrapsus sanguineus ,肉球近方蟹.. 
433082,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Varunidae,弓蟹科,Hemigrapsus takanoi , 
381984,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Labridae,隆頭魚科,Hemigymnus fasciatus ,條紋半裸魚.. 
381985,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Labridae,隆頭魚科,Hemigymnus melapterus ,黑鰭半裸魚.. 
409619,Animalia,Arthropoda,節肢動物門,Ostracoda,介形蟲綱,Podocopida,速足介目,Trachyleheridae,粗面介科,Hemikrithe orientalis ,東方半克里介 
401598,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Heteropoda,異足目,Eulimidae,瓷螺科,Hemiliostraca metcalfei ,褐紋瓷螺 
383410,Animalia,Chordata,脊索動物門,Chondrichthyes,軟骨魚綱,Carcharhiniformes,真鯊目,Hemigaleidae,半沙條鯊科,Hemipristis elongata ,長半鋸鯊.. 
380897,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Beloniformes,鶴鱵目,Hemiramphidae,鱵科,Hemiramphus convexus ,黑鰭飛鱵.. 
380888,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Beloniformes,鶴鱵目,Hemiramphidae,鱵科,Hemiramphus far ,斑鱵.. 
380889,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Beloniformes,鶴鱵目,Hemiramphidae,鱵科,Hemiramphus lutkei ,南洋鱵.. 
403080,Animalia,Bryozoa,苔蘚動物門,Stenolaemata,窄唇綱,Cheilostomata,唇口目,Smittinidae,緣孔苔蟲科,Hemismittoidea taiwanensis , 
381609,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Chaetodontidae,蝴蝶魚科,Hemitaurichthys polylepis ,多鱗霞蝶魚.. 
395225,Animalia,Chordata,脊索動物門,Chondrichthyes,軟骨魚綱,Carcharhiniformes,真鯊目,Triakidae,皺唇鯊科,Hemitriakis complicofasciata ,雜紋半皺唇鯊.. 
383106,Animalia,Chordata,脊索動物門,Chondrichthyes,軟骨魚綱,Carcharhiniformes,真鯊目,Triakidae,皺唇鯊科,Hemitriakis japanica ,日本半皺唇鯊.. 
310104,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Amphipoda,端足目,Platyscelidae,扁足戎科,Hemityphis tenuimanus ,細手半毛戎 
381610,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Chaetodontidae,蝴蝶魚科,Heniochus acuminatus ,白吻雙帶立旗鯛.. 
381611,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Chaetodontidae,蝴蝶魚科,Heniochus chrysostomus ,三帶立旗鯛.. 
395349,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Chaetodontidae,蝴蝶魚科,Heniochus diphreutes ,多棘立旗鯛.. 
381612,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Chaetodontidae,蝴蝶魚科,Heniochus monoceros ,烏面立旗鯛.. 
381613,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Chaetodontidae,蝴蝶魚科,Heniochus singularius ,單棘立旗鯛.. 
381614,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Chaetodontidae,蝴蝶魚科,Heniochus varius ,黑身立旗鯛.. 
